Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000047,Cancelada,2023-05-02,Sí,Mandy Foster,PROD281,Person,PRC9095,Out,0.9856,USD,573.91,94.38,479.53,1.0255,USD,480.5580452777776,576.8637967199487,Marketplace,476.9703177799827,1.734990224420948,1.5286978900592985,USD,2.52,0.92,1.13,,Tienda física,SRC-0623,SCK-4456,PayPal,Único,8,2,2024-08-04,CUP-5574,14,3,Tony Taylor,moorefrank@example.com,Germany,(218)553-7474x11249,52135680-4,34601,North Stephanie,New Hampshire,71210 Maria Forges,James Locks,4501,,@gina19
TRX000048,Completada,2023-05-12,No,Angela Osborn,PROD573,Decade,PRC1672,Weight,0.9799,USD,54.2,7.85,46.35,1.1239,USD,50.03737599489813,54.95214491142185,Marketplace,43.47922967398681,6.446664695758374,9.773685325331492,USD,1.35,0.61,1.0,,Redes sociales,SRC-7215,SCK-1070,Tarjeta de crédito,Recurrente,12,2,2021-12-24,CUP-9667,20,2,Michael Thompson,rebekahhill@example.com,Turks and Caicos Islands,(909)299-3476,14626383-8,03060,Caseystad,New Mexico,9856 White Island Apt. 040,Moreno Trafficway,642,Apto. 16,
TRX000049,Completada,2023-05-08,No,Christopher Wright,PROD167,Effect,PRC6401,Exactly,0.8378,USD,317.87,51.08,266.79,1.0714,USD,275.9693678911696,325.14795919371426,Presencial,262.9158344047689,7.744647885737354,6.788977205595811,USD,1.63,0.85,1.93,,App,SRC-8039,SCK-6522,PayPal,Único,10,11,2021-10-24,CUP-5590,29,3,Heather Bradley,annalopez@example.com,Mauritius,727-501-0393x0870,25250029-2,15039,Susanstad,Virginia,154 Taylor Estate Suite 752,Walker Radial,5083,Apto. 42,@nicholasgross
TRX000050,Cancelada,2021-11-26,Sí,Aaron Miles,PROD761,Page,PRC7937,Include,1.0034,USD,397.59999999999997,40.27,357.33,0.8073,USD,363.76493263361317,408.7784414018212,Presencial,354.0452344574641,1.2779376410034593,7.028308721554202,USD,1.31,0.21,1.9,Patricia Bradley,App,SRC-2959,SCK-3917,Transferencia,Único,2,5,2021-04-11,CUP-1355,16,5,Stephen Davis,sean43@example.org,Puerto Rico,454-810-0676,76586179-3,21820,Joneston,Maine,4115 Pamela Estates,Amy Course,8627,Apto. 3,
TRX000051,Cancelada,2022-02-13,No,Dr. Michele Reynolds,PROD144,Ready,PRC7731,Community,0.9457,USD,372.15,59.31,312.84,1.0878,USD,314.64845967168696,375.2350552264224,Presencial,305.9115435913877,6.247404799539127,9.026559827144382,USD,3.25,0.75,1.57,Jessica Brown,App,SRC-5336,SCK-8844,PayPal,Recurrente,4,6,2022-11-14,CUP-1069,30,5,Katherine Brown,pattersonkelly@example.net,Niue,+1-873-910-3241x714,74186256-5,24956,Williamsmouth,New Jersey,49021 Elizabeth Valley Suite 938,Mary Viaduct,7219,Apto. 30,
TRX000052,Pendiente,2023-01-16,No,Melissa Mayer,PROD667,Page,PRC2680,Upon,1.0846,USD,298.16,41.74,256.42,1.0064,USD,258.4169773144468,301.40116346491743,Online,250.37336552423253,8.730019200593471,0.5217980326100458,USD,1.78,0.76,0.55,,App,SRC-3741,SCK-6089,Efectivo,Único,4,8,2025-06-03,CUP-9921,29,1,Joann Rush,teresastokes@example.org,Armenia,(716)632-9451x16868,87099861-6,20114,New Brianna,Wisconsin,91485 Baker Shoal,Armstrong Mountains,6798,Apto. 4,
TRX000053,Completada,2020-08-14,Sí,Charles Franklin,PROD139,Rule,PRC5700,Interest,1.167,USD,156.81,31.28,125.53,0.989,USD,125.8118754552815,164.30825346835536,Online,116.22174095250047,8.391762876116056,6.499606842941816,USD,3.91,0.47,1.23,,Web,SRC-0653,SCK-0745,PayPal,Único,3,9,2021-05-21,CUP-4447,16,4,Melinda Compton,dennismccann@example.com,Singapore,446-391-3736x78508,48628902-3,26810,East Antonioton,Mississippi,5786 Erin Garden,Burns Mission,1822,Apto. 50,@susanwells
TRX000054,Cancelada,2023-03-10,Sí,Ryan Green,PROD747,Then,PRC9443,Risk,1.03,USD,79.16999999999999,9.46,69.71,1.0874,USD,75.93810568340969,91.9490346434562,Presencial,69.08192848988935,8.366877206053353,4.998292222376096,USD,2.43,0.61,0.48,Alexander Williams,Web,SRC-9333,SCK-3468,PayPal,Único,9,9,2021-03-30,CUP-0722,25,5,Alejandra King,jennifer46@example.com,Timor-Leste,(774)637-4896x910,41715454-4,86499,Jacobhaven,Wisconsin,96520 Bright Green,Sullivan Street,9080,Apto. 2,
TRX000055,Cancelada,2020-08-10,Sí,Laura Lee,PROD890,She,PRC6447,Sell,0.8534,USD,36.28,4.95,31.33,0.9409,USD,38.80316591562645,43.74604774201665,Presencial,27.75906123485267,0.6755955774189892,2.4112592438564464,USD,4.16,0.18,1.56,Joseph Glover,Redes sociales,SRC-5842,SCK-8241,Transferencia,Único,2,12,2023-06-06,CUP-4825,1,3,Courtney Walker,robert55@example.com,Myanmar,871-670-9991x7381,60223569-7,19273,Michelleburgh,Wyoming,5250 Shannon Fords,Barbara Estate,3303,,
TRX000056,Pendiente,2022-11-17,No,Anita Mendez,PROD982,Property,PRC1783,Laugh,1.1463,USD,188.76,24.12,164.64,0.9328,USD,172.7940608065598,196.72448111372034,Online,159.90600232323155,0.3662077153690835,6.469004988007503,USD,4.1,0.44,0.8,Vincent Reyes,Redes sociales,SRC-0835,SCK-0583,PayPal,Único,8,12,2021-03-21,CUP-0335,11,5,Brian Gordon,gary04@example.com,Korea,001-289-585-6257x5326,32309821-5,93707,South Nancyview,Wyoming,010 Hannah Mall,James Plaza,4370,Apto. 6,@thomas23
TRX000057,Cancelada,2023-11-27,No,Elizabeth Stanley,PROD270,Recognize,PRC8272,Nature,0.9406,USD,373.37,68.17,305.2,0.8169,USD,308.4121142821459,384.27948794689274,Presencial,304.39931088925005,6.609192214581366,3.0649585609075247,USD,3.27,0.43,1.28,,Web,SRC-4992,SCK-6189,Tarjeta de crédito,Recurrente,6,9,2021-12-21,CUP-1173,5,1,Paula Decker,michaelortiz@example.org,Armenia,+1-373-975-3001,21811437-4,35120,Williamsburgh,Arizona,5611 Alec Dam Apt. 557,Johns Course,2340,Apto. 39,@lisa21
TRX000058,Pendiente,2022-06-08,No,Denise Cruz,PROD554,Today,PRC2259,Mean,1.0296,USD,52.25,9.31,42.94,1.0118,USD,46.76854401688777,59.57656946214297,Presencial,37.2675535827588,6.050948288547855,6.790620569133949,USD,1.91,0.28,1.92,Mariah Robles,App,SRC-1202,SCK-1697,Efectivo,Recurrente,9,2,2024-10-23,CUP-7296,24,3,Lisa Huffman,timothyfreeman@example.com,Kazakhstan,7143508993,63756289-0,02027,New Melinda,New York,75354 William Plaza,Powell Freeway,7312,Apto. 14,
TRX000059,Cancelada,2020-10-28,No,Kenneth Miller,PROD783,Moment,PRC6692,Likely,1.0838,USD,564.26,64.93,499.33,1.02,USD,500.0705203917654,566.9745683546105,Presencial,497.60343636015955,7.133698943638144,9.972624040230418,USD,4.51,0.85,1.42,,App,SRC-5170,SCK-1660,PayPal,Único,2,4,2023-05-31,CUP-0199,7,4,Stefanie Hart,xclements@example.org,Svalbard & Jan Mayen Islands,375.389.9757,30554885-1,06501,South Donald,Virginia,49331 Lewis Views Apt. 516,Sara Villages,431,Apto. 24,@bartonshannon
TRX000060,Pendiente,2023-09-21,No,Brandy Porter,PROD943,Nice,PRC2208,Simply,0.8501,USD,550.42,58.74,491.68,0.9268,USD,492.3374810526737,568.1049289366923,Online,487.69840019229093,7.169335985099499,4.7866510991525395,USD,2.52,0.68,0.69,,App,SRC-0869,SCK-7829,Transferencia,Recurrente,9,1,2021-06-22,CUP-2169,16,2,Erica Keith,spetty@example.org,Falkland Islands (Malvinas),(554)572-2698x4858,39452288-5,93608,Port Michaelfort,Pennsylvania,846 Alexandra Burg Suite 200,Joseph Turnpike,4983,,@tonyavega
TRX000061,Cancelada,2021-03-01,No,Richard Harris,PROD228,Number,PRC5961,Alone,1.0458,USD,411.89,54.32,357.57,0.8374,USD,366.51925916821125,430.70808109863066,Marketplace,349.11066293844135,2.5060530898199906,6.350570913877459,USD,1.26,0.94,0.31,,Tienda física,SRC-5719,SCK-8386,Tarjeta de crédito,Único,2,1,2022-07-09,CUP-4066,24,5,Richard Jennings,smithjohn@example.net,Trinidad and Tobago,001-473-359-8933x47212,60648422-9,33926,West Stevenberg,Arizona,9094 Tyler Plaza,Jones Station,4337,,
TRX000062,Cancelada,2022-01-08,No,Clinton Jones,PROD404,Mouth,PRC8430,Collection,0.8292,USD,256.07,41.94,214.13,0.824,USD,220.40164010298085,266.0307612027223,Presencial,211.23328343198395,9.56650169954405,4.829448181754195,USD,2.37,0.46,0.68,Joshua Davis,Tienda física,SRC-3355,SCK-5439,PayPal,Recurrente,3,6,2023-10-22,CUP-8015,17,1,Tanner Austin,susanfleming@example.com,Hong Kong,964-984-0858,04358112-8,70389,Lake Cameronborough,Utah,38612 Stephen Isle Apt. 110,Laura Point,5229,Apto. 16,@andrewsjeremy
TRX000063,Completada,2021-09-22,No,Mark Hamilton,PROD691,Adult,PRC6123,Improve,0.8759,USD,258.2,27.9,230.3,0.8637,USD,239.7538489270322,259.2121058360058,Marketplace,221.6583614963757,4.1813474333487655,9.626858522393368,USD,2.6,0.88,0.99,Kimberly May,Redes sociales,SRC-9190,SCK-1581,Efectivo,Único,4,10,2022-05-17,CUP-4914,1,1,Jessica Foster,wellsamanda@example.org,San Marino,(884)324-5088x2100,43536822-2,29440,Jamesburgh,Texas,781 Powers Glen,James Prairie,4610,Apto. 32,@wlynn
TRX000064,Completada,2021-01-26,Sí,Ariel Harvey,PROD471,We,PRC5728,Daughter,0.8294,USD,15.64,1.63,14.01,1.0017,USD,16.65472899790913,18.318698879846295,Marketplace,10.352223602245989,4.032540721143585,0.4524239451126466,USD,1.76,0.99,1.36,Jerry Jensen,Web,SRC-4929,SCK-9556,Efectivo,Recurrente,6,9,2021-10-15,CUP-5336,24,2,Ian Frazier,natalie77@example.com,Singapore,378-212-9142x8341,80996930-8,34660,Valdezberg,Mississippi,94278 Randy Parkway Apt. 392,Sean Fall,3262,Apto. 39,
TRX000065,Pendiente,2023-04-06,No,Shelby Thomas,PROD266,Sign,PRC7438,Member,1.1962,USD,36.080000000000005,3.88,32.2,1.0957,USD,36.9374415039519,42.74081410705535,Presencial,27.630114407171263,6.062605224038041,5.1550573214725395,USD,3.17,0.51,1.02,Amanda Juarez,Tienda física,SRC-3145,SCK-3038,Efectivo,Único,6,6,2025-11-29,CUP-5677,3,4,Amanda Wong,padillaadrienne@example.com,Syrian Arab Republic,001-849-589-2665x9184,86557790-8,18715,Martinland,North Carolina,22259 Donna Mall Suite 177,Clark Estates,9564,,
TRX000066,Cancelada,2023-09-01,No,David Anderson,PROD251,Person,PRC4968,College,0.8126,USD,167.9,27.79,140.11,1.1793,USD,145.8947433222558,187.3411372804883,Online,137.8345677470118,0.5135516512038762,4.804487837144141,USD,1.36,0.44,0.84,Jose Macdonald,App,SRC-2024,SCK-2869,Efectivo,Recurrente,12,12,2025-05-12,CUP-0413,22,2,Willie Dillon,jeffreyjenkins@example.org,South Africa,001-329-584-2579,66210388-6,20104,East Thomaston,Ohio,72980 Boyd Land,Heidi Meadow,8499,Apto. 14,
TRX000067,Cancelada,2021-07-30,No,Rachel James,PROD724,Perform,PRC8932,Summer,0.8769,USD,282.65,38.25,244.4,0.8986,USD,248.99663532019588,301.7837098439309,Marketplace,239.0687293542678,5.462732192448302,6.75868576556368,USD,1.84,0.94,1.96,,App,SRC-9162,SCK-4731,Efectivo,Recurrente,8,6,2022-08-19,CUP-8643,29,3,Patrick Smith,meyernicholas@example.org,Portugal,665-812-6944x86959,36887258-8,63908,Vanessashire,Minnesota,213 Logan Estates Apt. 386,Owen Ridges,4716,Apto. 8,
TRX000068,Pendiente,2023-12-01,No,Caitlyn Oconnell,PROD865,Accept,PRC8849,Summer,0.8856,USD,234.18,30.86,203.32,1.1312,USD,204.78476121920738,249.64128657528994,Presencial,202.89933513167273,9.553137176792418,0.7902943600985035,USD,4.7,0.7,0.27,,App,SRC-1279,SCK-6114,Transferencia,Único,11,9,2021-11-09,CUP-1906,20,2,Jennifer Douglas,jennifer90@example.org,Northern Mariana Islands,470.238.4309x8839,53021465-6,53644,New Alexis,Virginia,84895 Richmond Harbor,Catherine Fields,861,Apto. 7,@kspears
TRX000069,Pendiente,2020-06-15,No,Jonathan Hansen,PROD766,Most,PRC4267,Financial,1.1024,USD,290.3,48.82,241.48,0.9149,USD,251.12518767225387,293.04934068399393,Presencial,231.70089288166912,1.5794107621094167,6.528927977012998,USD,3.41,0.91,0.18,,Web,SRC-5184,SCK-8947,Transferencia,Recurrente,3,1,2025-10-26,CUP-9735,25,4,Judy Murray,olsonjonathan@example.com,North Macedonia,535.665.8804,16518275-5,29148,Ianborough,New York,34333 Mary Knolls,Kimberly Crest,3053,Apto. 48,
TRX000070,Pendiente,2025-01-11,Sí,Mary Austin,PROD971,South,PRC9261,Tough,0.9872,USD,17.23,2.69,14.54,0.8771,USD,24.369938883710063,19.37601381547076,Online,11.694383476499537,9.890994700887234,5.433004835569749,USD,1.99,0.73,1.3,,Web,SRC-8075,SCK-9579,PayPal,Recurrente,10,11,2025-01-16,CUP-7284,5,5,Paul Anderson,imendoza@example.org,Macao,(362)771-8750x036,59428434-7,80859,Michaelfort,Nevada,5564 White Curve,Lisa Stravenue,6644,Apto. 28,@linda86
TRX000071,Pendiente,2024-09-16,No,Robert Rodgers,PROD409,Material,PRC1187,Sure,0.9046,USD,381.1,43.16,337.94,0.9438,USD,341.1760167008508,383.912237512686,Online,335.45952916332857,2.6078527706544383,2.355212528015339,USD,0.78,0.12,0.61,Javier Taylor,Tienda física,SRC-8857,SCK-4489,Tarjeta de crédito,Recurrente,6,10,2020-12-25,CUP-1203,7,2,Karen Soto,qgarner@example.com,Guyana,+1-584-450-6159,45587716-9,38056,Welchberg,Hawaii,9961 Fernando Forks Suite 544,Nelson Mills,7835,Apto. 10,
TRX000072,Completada,2024-05-02,Sí,Nicole Meyer,PROD638,Little,PRC8319,Job,1.0113,USD,356.63,49.82,306.81,0.9447,USD,311.5182807687931,367.6146901763673,Marketplace,301.434823123068,6.640944393396638,2.184116226573259,USD,1.0,0.83,1.81,Scott Martinez,App,SRC-3413,SCK-2611,Transferencia,Recurrente,9,8,2020-11-30,CUP-7800,21,2,Kelly Ferrell,bakereric@example.net,Venezuela,(743)934-7228x2005,78487282-9,78827,Welchshire,Nevada,7831 Parker Loop Suite 240,Alexandra Trace,9555,,
TRX000073,Pendiente,2024-09-01,Sí,John Smith,PROD505,Win,PRC5169,Million,1.1266,USD,253.01999999999998,24.73,228.29,1.0983,USD,232.4442457384466,255.65888679642197,Marketplace,222.65088814901287,5.587971989987663,6.727677122273694,USD,0.83,0.42,1.4,,Web,SRC-7406,SCK-4930,Tarjeta de crédito,Recurrente,1,5,2023-09-30,CUP-3686,5,2,Christopher Mclaughlin,oclayton@example.com,Belgium,(338)994-4846x31224,97497350-2,07006,East Teresaport,Louisiana,703 Edward Park,Matthew Inlet,6888,Apto. 24,@dbolton
TRX000074,Completada,2023-11-30,Sí,Bobby Christensen,PROD650,Child,PRC7439,Arrive,1.0115,USD,531.34,71.95,459.39,1.0911,USD,469.03144376380686,532.9449998525873,Online,450.6444627830907,1.3298980633567337,8.602865811271212,USD,4.26,0.76,1.96,James Daniels,Redes sociales,SRC-2346,SCK-0136,Efectivo,Único,4,8,2024-10-09,CUP-7303,4,3,Ray Boyd,thomasmaldonado@example.com,Vietnam,520-888-1474x35031,50249163-0,06005,Barkerberg,Mississippi,27195 Brian Rue,Jacqueline Turnpike,3089,,@martinezjesse
TRX000075,Pendiente,2025-05-03,Sí,Nicole Trujillo,PROD350,Leg,PRC1724,Significant,0.9609,USD,397.61,64.11,333.5,0.8937,USD,342.3904134195779,416.3347586077089,Online,331.0933370585679,0.6729090288949535,5.939441474793573,USD,3.89,0.78,0.28,,App,SRC-3065,SCK-2407,PayPal,Recurrente,4,5,2024-03-01,CUP-8487,21,5,Cody Bailey,mhill@example.net,Central African Republic,282-874-4857,20959351-8,51290,New Felicia,Wyoming,456 Rodriguez Pike,Bradley Curve,3622,Apto. 27,@morganharris
TRX000076,Pendiente,2022-11-09,No,Kenneth Huff,PROD904,Really,PRC9592,Might,0.9275,USD,336.17,53.38,282.79,0.9665,USD,284.54133188262534,350.8742421864834,Online,276.0024987671375,5.558506659837126,0.4688409695245499,USD,1.85,0.18,1.08,Meredith Scott,App,SRC-5391,SCK-0371,PayPal,Único,8,1,2023-07-24,CUP-0586,13,4,Rebecca Brown,allison14@example.org,Western Sahara,581.413.8633,88619576-1,22365,New Richard,Michigan,975 Pierce Islands,Gutierrez Roads,9131,,@umckenzie
TRX000077,Completada,2023-06-22,No,Cindy Cannon,PROD486,With,PRC1647,Size,1.1494,USD,155.13,20.18,134.95,0.8753,USD,139.44786825829246,156.7114086678961,Marketplace,131.2392250647795,5.356355363472156,8.294062852150322,USD,3.76,0.56,0.96,,Tienda física,SRC-4577,SCK-6004,PayPal,Único,4,4,2023-07-30,CUP-8240,23,4,Daniel Foley,ingramsherry@example.com,Uruguay,+1-788-499-2107,24593344-1,75275,Carrollborough,Washington,572 Petersen Spurs,Caitlin Hills,3975,,@crossbarbara
TRX000078,Pendiente,2020-10-28,No,Randy Bailey,PROD200,Technology,PRC8692,Leader,1.1047,USD,146.14,18.87,127.27,0.9281,USD,131.93250460845604,151.80118395040358,Online,120.78278660004887,3.0842228428692833,3.596446179808418,USD,2.17,0.41,1.13,Sean Kane,App,SRC-3906,SCK-0480,Tarjeta de crédito,Recurrente,9,10,2022-11-03,CUP-9258,23,4,Brittany Nunez,wmaddox@example.net,Morocco,813.664.6225x17908,16862278-3,64445,Pearsonborough,Oklahoma,14659 Daniel Loop,Diaz Field,4837,,@melvin04
TRX000079,Cancelada,2021-04-11,No,Roberto Lang,PROD571,Price,PRC3756,Child,1.0931,USD,240.25,44.13,196.12,0.9409,USD,202.66607966121023,250.23602964738646,Online,189.27153387654096,2.5732675763488277,8.215919396923564,USD,3.74,0.49,1.83,,Web,SRC-7033,SCK-5211,Tarjeta de crédito,Único,11,1,2024-02-20,CUP-3924,13,2,Michael Rodriguez,vruiz@example.org,Saint Vincent and the Grenadines,+1-433-288-4879,69804204-3,91796,Briantown,California,451 Kelly Run Suite 368,Rebecca Oval,3792,,@lopezvincent
TRX000080,Completada,2022-09-20,No,Alison Wright,PROD112,Next,PRC1274,Focus,1.0118,USD,298.02,40.21,257.81,0.9099,USD,264.4775472955334,310.37670471753603,Presencial,251.64480638915663,4.832041536218251,4.878543840030712,USD,0.58,0.81,1.35,,App,SRC-5762,SCK-0555,Tarjeta de crédito,Único,9,3,2023-11-24,CUP-3840,6,5,Sherry Zamora,raymondstacy@example.org,Canada,762-916-8936x39264,82329832-4,90748,South Wendy,Wyoming,925 Angela Stravenue,Jack Villages,8626,Apto. 17,@jessicacannon
TRX000081,Completada,2024-10-30,Sí,Jason Ramos,PROD195,World,PRC7640,Term,0.9517,USD,236.37,31.89,204.48,1.0211,USD,210.13002182447968,244.49054819747772,Online,194.57766968360272,2.2585725262742216,6.840416254703855,USD,3.37,0.7,0.17,,Tienda física,SRC-4231,SCK-2209,Tarjeta de crédito,Único,4,4,2024-06-26,CUP-9993,28,5,Crystal Johnson,wattsthomas@example.net,Tanzania,+1-875-226-7722x330,46333127-9,64718,Michellebury,Nevada,96569 Abigail Mission Suite 038,Terrell Canyon,7791,,
TRX000082,Completada,2023-03-21,Sí,Lydia Williams,PROD870,Film,PRC7525,Less,1.1715,USD,394.43,49.06,345.37,0.9197,USD,351.95109240479036,405.29061396651116,Marketplace,343.5764549677993,8.504276001042477,0.15658095191934618,USD,1.58,0.83,0.78,,Tienda física,SRC-6447,SCK-2649,Efectivo,Único,12,12,2025-02-19,CUP-8277,16,3,Jonathan White,phillipmorris@example.org,Christmas Island,793.371.4521x117,86892686-0,22899,Arianaberg,Hawaii,06447 Sims Crest,Susan Alley,880,Apto. 7,@alexander77
TRX000083,Pendiente,2023-02-23,No,Stephen Young,PROD333,Per,PRC6829,Receive,1.0212,USD,56.26,9.01,47.25,0.9502,USD,53.2060866204428,68.53730467242872,Online,37.56079472798445,3.263766469778542,6.341229474047349,USD,3.56,0.66,0.17,,App,SRC-7767,SCK-1990,Tarjeta de crédito,Único,5,3,2022-03-10,CUP-8498,22,2,Christine Lopez,delgadobenjamin@example.org,Papua New Guinea,001-494-651-0162,99982795-0,12707,Marcusfurt,California,147 David Wall Suite 586,Heather Ridge,6384,Apto. 21,@rodriguezjessica
TRX000084,Cancelada,2023-07-29,No,Mrs. Melissa Peck,PROD205,Seat,PRC1430,Field,0.8358,USD,14.39,1.84,12.55,1.0217,USD,15.247664432393865,21.58834994693793,Marketplace,11.224929955058007,1.8739178352787722,4.4884367702145145,USD,3.19,0.32,0.77,Ryan Green,Redes sociales,SRC-9952,SCK-9978,Tarjeta de crédito,Único,10,9,2024-04-24,CUP-7729,21,4,Dylan Lee,johnsoncolleen@example.org,Saint Pierre and Miquelon,296.560.5583,44144885-0,15421,Matthewshire,South Carolina,35577 Debbie Orchard,Courtney Way,2778,Apto. 9,@steven60
TRX000085,Completada,2024-08-09,No,Nathaniel Stewart,PROD708,North,PRC4203,After,0.9831,USD,279.18,27.55,251.63,0.8542,USD,255.84102339772525,287.8735253852549,Online,246.7876868606607,0.7692136139515715,2.5169973778890284,USD,4.77,0.33,1.24,,Tienda física,SRC-3955,SCK-1240,Efectivo,Recurrente,7,11,2022-12-17,CUP-6829,4,3,Chelsea Wilson,janet50@example.com,Isle of Man,473-357-4384,50317807-8,20696,West Sandra,Washington,2182 Jenny Mount Suite 810,Randolph Spur,5254,,@cookpamela
TRX000086,Pendiente,2020-12-12,No,Nichole Johnson,PROD387,Son,PRC7437,Forget,0.946,USD,112.54,15.5,97.04,1.1728,USD,104.38874365441187,118.92275329641225,Online,90.71097538031584,9.677630854836053,7.819743696035765,USD,3.17,0.55,1.36,,Redes sociales,SRC-3533,SCK-4485,Transferencia,Recurrente,5,12,2024-05-23,CUP-1422,26,4,Adrian Dean,clarkmichael@example.com,Faroe Islands,(949)232-1495,20701601-6,51870,Lake Caitlin,Pennsylvania,545 Jennifer Skyway Apt. 792,Lisa Square,8181,Apto. 9,@tdavis
TRX000087,Cancelada,2023-11-08,No,Julie Hall,PROD656,Door,PRC1602,Charge,1.1163,USD,401.71000000000004,68.97,332.74,0.9438,USD,333.4796513558229,417.4915352644013,Marketplace,322.8329938556303,4.792346997726263,4.008050973293736,USD,3.17,0.91,0.22,Lisa Durham,Tienda física,SRC-6255,SCK-7701,Transferencia,Único,10,11,2023-10-04,CUP-5772,20,4,Gregory Andrews,sullivanjennifer@example.org,Greece,+1-514-487-6963,76153966-9,45353,East Elaine,California,99758 Lynn Fall Suite 619,Gina Ranch,5433,,@pmurphy
TRX000088,Cancelada,2023-09-24,Sí,Robert Clay,PROD453,Weight,PRC1402,Someone,0.9931,USD,160.94,24.16,136.78,0.9182,USD,142.58518295524004,171.31595533698697,Online,131.02764601729575,4.457785515049068,3.911341686775028,USD,1.02,0.94,0.28,April Thomas,Redes sociales,SRC-2784,SCK-6997,Transferencia,Recurrente,6,8,2021-07-19,CUP-5494,14,4,Taylor Robbins,veronica90@example.net,Malawi,(524)805-8008x5140,96566668-3,87334,South Don,Oklahoma,6242 Alexander Rue Apt. 276,Christopher Row,5226,Apto. 5,@ydalton
TRX000089,Cancelada,2023-11-28,Sí,Lisa Gibson,PROD665,Language,PRC3623,Old,0.9324,USD,395.32,37.04,358.28,0.9705,USD,359.3736268178477,402.18155895113495,Presencial,350.2794987424944,9.299224464885924,7.4048948469693165,USD,1.54,0.41,0.37,,Redes sociales,SRC-7653,SCK-2690,Efectivo,Único,12,10,2023-08-07,CUP-3846,14,5,Laura Johnson,carrolljanet@example.org,Mozambique,312.684.7818x9137,90580778-7,75731,Robertport,Maine,94940 Lane Ports,Diana Highway,7038,,
TRX000090,Pendiente,2024-06-22,Sí,Donna Miller,PROD568,Mouth,PRC2867,Ball,0.9049,USD,134.42,23.59,110.83,1.1451,USD,111.45563751469165,150.5945957726252,Marketplace,109.81247951272857,8.719793300098852,1.869598356320934,USD,4.85,0.31,0.78,Diana Anderson,Web,SRC-4440,SCK-1929,PayPal,Recurrente,8,10,2024-05-14,CUP-7524,26,3,Cynthia White,cooperchristopher@example.org,Nepal,(776)263-7239,41027674-7,98300,South Frances,Missouri,2860 Ho Mission Suite 580,Samantha Route,9670,,@stephanie69
TRX000091,Pendiente,2025-01-07,Sí,Frances Adams,PROD598,Billion,PRC9804,Especially,1.0774,USD,141.82,14.92,126.9,1.0581,USD,128.31358543268033,149.28612141928622,Online,123.0153673069001,5.964258174439317,5.748060448744145,USD,3.0,0.49,0.28,Jeanne Mejia,Redes sociales,SRC-3938,SCK-5258,Tarjeta de crédito,Recurrente,1,8,2020-09-04,CUP-0106,6,4,Brian Griffin,jessicaking@example.org,Anguilla,+1-410-393-9111x926,24471746-5,34230,Port Charles,Wyoming,6504 Thompson Cliff,Krause Flats,9201,Apto. 33,@fwhite
