Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Periodicidad,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000049,Cancelada,2023-12-30,Sí,Richard Cooper,PROD499,Others,PRC8702,Morning,0.8174,BRL,37.25,4.94,32.31,1.1924,EUR,34.18,48.66,Marketplace,25.63,15.7,10.82,CLP,6.32,0.2,1.45,,Web,SRC-5642,SCK-0593,PayPal,Recurrente,Trimestral,3,1,2021-01-27,CUP-4078,17,3,Kevin Hall,craigsandoval@example.com,Martinique,001-203-796-5223x9559,99293784-2,64783,North Brianbury,Alaska,59325 Samantha Vista Suite 002,Kim Vista,2869,Apto. 50,
TRX000050,Completada,2023-01-23,No,Benjamin Bush,PROD417,Recognize,PRC9444,Individual,0.9593,BRL,1335.13,143.29,1191.84,0.9013,USD,1201.28,1349.45,Presencial,1191.47,24.19,94.93,EUR,52.56,0.57,15.74,Gabrielle Morris,Tienda física,SRC-2675,SCK-2895,Efectivo,Recurrente,Anual,7,12,2022-03-02,CUP-9264,28,4,Elizabeth Thompson,rushstacy@example.com,Thailand,001-590-729-5939x17251,52157043-3,91356,West Jonathanville,Washington,67626 Macias Keys,Garcia Neck,5555,Apto. 12,
TRX000051,Completada,2024-05-16,Sí,Olivia Perez,PROD435,Live,PRC5843,Back,0.9226,BRL,1878.03,189.75,1688.28,0.8667,BRL,1692.59,1886.52,Presencial,1678.33,21.65,35.25,BRL,8.29,10.44,8.46,,Tienda física,SRC-0405,SCK-4115,Tarjeta de crédito,Recurrente,Anual,2,11,2022-03-06,CUP-6218,12,3,Vanessa Morgan,bbush@example.net,Chad,+1-662-601-5336x884,31069872-0,47795,South Christopherfort,Illinois,32417 Kyle Locks,Burns Shore,8407,,
TRX000052,Cancelada,2021-10-03,Sí,Jasmine Watson,PROD719,I,PRC3513,Hope,1.0716,EUR,511.75,85.9,425.85,0.9488,CLP,427.11,520.51,Marketplace,423.49,6.45,3.62,USD,2.88,0.4,1.3,Andrew Gonzales,Web,SRC-4349,SCK-0211,Tarjeta de crédito,Único,Único,1,1,2024-01-13,CUP-8693,15,5,Sara Cardenas,rsheppard@example.com,Montserrat,474.316.0898,72233206-1,90039,Harrisberg,Rhode Island,1168 Arnold Walks Suite 870,Rodriguez Drive,6341,,@ashleyaguilar
TRX000053,Pendiente,2025-04-02,Sí,Brian Chan,PROD830,Stock,PRC8292,Feeling,1.1989,EUR,3428.55,684.51,2744.04,1.0671,CLP,2753.2,3434.26,Marketplace,2739.13,14.72,102.34,EUR,54.13,10.22,17.08,,App,SRC-8564,SCK-6799,PayPal,Recurrente,Anual,9,4,2022-12-20,CUP-2462,6,2,Melanie Morales,vpreston@example.net,Dominica,9743505444,32475469-1,25134,Lewischester,West Virginia,508 Cameron Station Suite 289,Glenn Wells,3879,,@marywright
TRX000054,Cancelada,2022-09-18,No,Michele Hill,PROD887,Than,PRC7708,Majority,1.1293,CLP,1432.74,221.37,1211.37,0.8501,EUR,1212.23,1444.98,Marketplace,1208.28,29.99,21.57,CLP,7.57,2.04,2.07,,App,SRC-8610,SCK-3579,Transferencia,Recurrente,Trimestral,7,9,2022-09-28,CUP-7985,26,1,Ryan Green,mitchellpaul@example.org,Timor-Leste,001-233-933-4680,22903494-4,56050,Yorkmouth,Kentucky,4896 Adrian Shore,Hoffman Ranch,8489,Apto. 10,@kenneth17
TRX000055,Pendiente,2020-10-01,Sí,Margaret Hensley MD,PROD740,Seek,PRC5961,Wait,1.0458,CLP,1795.81,350.05,1445.76,1.001,USD,1448.6,1806.19,Marketplace,1444.97,23.56,114.76,USD,15.24,7.49,21.65,Chelsea Holmes,Web,SRC-3096,SCK-5207,Tarjeta de crédito,Recurrente,Anual,2,1,2026-04-26,CUP-4666,24,5,Lauren Cooley,matthewreeves@example.net,Martinique,+1-475-784-2824x1724,13534655-4,77252,Stevenville,New Mexico,999 Thomas Fields,Mikayla Light,4337,,
TRX000056,Cancelada,2023-01-29,No,Seth Hernandez,PROD404,Deep,PRC8430,Guess,0.8292,CLP,4554.71,677.39,3877.32,0.8632,BRL,3880.22,4567.25,Presencial,3867.75,57.95,96.56,BRL,17.02,7.28,7.5,,Tienda física,SRC-6972,SCK-5217,Efectivo,Recurrente,Anual,3,6,2022-10-26,CUP-2500,17,1,Daniel Ayala,tracygallagher@example.org,Bulgaria,+1-266-766-7600x835,83003354-2,13963,Gordonport,Hawaii,44789 Hamilton Spur,Matthew Overpass,5229,Apto. 16,@karen26
TRX000057,Pendiente,2020-07-11,No,William Clark,PROD294,Age,PRC3610,Perform,0.9993,BRL,87.53,8.5,79.03,0.9995,EUR,87.67,106.44,Presencial,74.85,9.63,9.02,CLP,0.91,0.39,0.91,Barbara Dawson,Tienda física,SRC-0648,SCK-9090,Tarjeta de crédito,Recurrente,Mensual,1,5,2024-06-08,CUP-0016,19,4,Caleb King,jamiejennings@example.org,Gabon,(318)949-9261x89141,39348356-4,21521,New Tylerborough,Vermont,3001 Mary Skyway Suite 218,Jennifer Courts,4682,,
TRX000058,Cancelada,2024-12-14,No,Joyce Madden,PROD175,Everything,PRC7329,Majority,1.0017,EUR,534.92,92.52,442.4,1.1301,CLP,446.06,550.2,Online,438.39,5.7,1.95,CLP,2.27,0.79,0.68,,App,SRC-0120,SCK-4556,Transferencia,Recurrente,Mensual,10,9,2024-09-07,CUP-1002,16,1,Carolyn Howard,rfriedman@example.net,Bermuda,(352)416-6746x762,02169797-2,80628,Maxwelltown,Utah,7167 Bryan Shoal,Smith Ways,743,,
TRX000059,Cancelada,2023-10-27,No,Laura Cunningham,PROD707,Relationship,PRC6511,Tv,1.0029,BRL,3343.01,535.97,2807.04,1.0835,EUR,2810.32,3353.32,Presencial,2800.91,19.5,118.87,CLP,25.89,8.09,23.52,,Web,SRC-5889,SCK-1637,Efectivo,Recurrente,Anual,5,11,2022-12-21,CUP-6289,18,2,Mason Moore,kchristian@example.org,Sao Tome and Principe,953.954.0838x6631,97177517-0,13954,Gutierrezside,Oklahoma,99488 Diamond Motorway,Cox Center,842,Apto. 38,@meganrivera
TRX000060,Pendiente,2024-04-07,Sí,Michelle Cox,PROD520,Local,PRC9221,Build,1.11,BRL,468.86,56.25,412.61,1.1491,CLP,419.62,480.31,Marketplace,410.7,4.41,4.19,USD,2.83,0.56,2.0,Matthew Smith,Redes sociales,SRC-5488,SCK-5102,PayPal,Recurrente,Mensual,3,8,2023-08-22,CUP-6149,10,5,Bryan Phelps,stephenharrington@example.net,Guadeloupe,460-991-7798,08086978-2,91178,Lake Lisa,Connecticut,995 Barnes Rest Apt. 465,Chavez Dale,5805,Apto. 44,
TRX000061,Cancelada,2021-02-14,No,Stacey Hunt,PROD424,Threat,PRC8861,Science,0.9395,EUR,547.06,67.96,479.1,0.9151,BRL,488.51,553.03,Presencial,469.28,7.71,7.05,EUR,4.8,0.8,0.58,Emily Doyle,Web,SRC-8333,SCK-9452,PayPal,Único,Único,1,1,2025-12-15,CUP-2885,20,3,Paige Hart,icraig@example.com,Turkey,(408)210-6200x34244,43805719-8,29901,Youngport,Vermont,6658 Alexander Glen,Christine Tunnel,7850,,
TRX000062,Cancelada,2024-09-24,Sí,Darius Schultz,PROD153,Security,PRC2641,Raise,0.9653,BRL,4721.54,508.1,4213.44,0.8402,USD,4219.31,4733.85,Online,4211.02,80.38,63.72,USD,27.97,11.22,21.08,Kevin Rodgers,App,SRC-3347,SCK-2122,PayPal,Recurrente,Anual,6,5,2025-01-04,CUP-1606,1,1,Dennis Martin,adam72@example.org,Cape Verde,390-494-7985x15832,68861533-5,43894,Kellyhaven,New Mexico,57399 Susan Springs,James Underpass,9407,,
TRX000063,Cancelada,2025-02-25,No,Joshua Campbell,PROD997,Which,PRC1613,Nation,0.8037,CLP,263.22,48.46,214.76,1.1714,EUR,215.12,281.9,Presencial,206.4,7.88,1.86,BRL,4.95,0.54,0.99,,Redes sociales,SRC-5887,SCK-7043,PayPal,Único,Único,1,1,2022-04-21,CUP-1128,25,1,Lori Clark,michellecoleman@example.org,Costa Rica,+1-361-220-7501,24819346-6,59630,Hamiltontown,Missouri,091 Jaclyn Cliffs,Reilly Coves,5418,Apto. 11,
TRX000064,Pendiente,2021-11-17,No,Lisa Campbell,PROD627,With,PRC6372,Left,0.8347,CLP,19.44,2.54,16.9,0.8739,USD,23.64,25.34,Presencial,14.97,6.11,6.39,EUR,4.71,0.01,0.77,Rodney Johnson,Tienda física,SRC-2832,SCK-6842,PayPal,Único,Único,1,1,2022-05-06,CUP-5088,18,5,Andrew Armstrong,fmedina@example.com,Cote d'Ivoire,001-453-268-2223x9431,87814141-3,95605,Lynnstad,Florida,49135 Hayes Ridges,Steele Drives,188,Apto. 17,
TRX000065,Cancelada,2023-04-05,Sí,Eugene Patterson,PROD754,Above,PRC5833,Form,0.947,USD,394.48,57.26,337.22,0.8877,USD,344.08,397.67,Presencial,327.99,8.88,7.7,USD,2.55,0.99,0.75,,Redes sociales,SRC-3364,SCK-5257,Transferencia,Único,Único,1,1,2023-02-03,CUP-5478,21,5,Matthew Miller,michele28@example.org,Estonia,001-611-908-0996x9308,25639427-8,67401,South Michaeltown,Texas,282 Moore Port,Jill Orchard,1342,Apto. 34,
TRX000066,Cancelada,2025-02-14,No,Philip Hall,PROD219,Everything,PRC4365,Hope,1.0868,BRL,513.13,53.68,459.45,0.8364,BRL,468.48,529.71,Online,457.43,5.37,1.65,BRL,1.09,0.42,1.13,,Tienda física,SRC-3038,SCK-5677,Tarjeta de crédito,Recurrente,Mensual,7,5,2024-11-03,CUP-0518,23,2,Denise Harmon,nicholasgray@example.net,Palau,984-963-8655,90827231-8,84842,Jasonburgh,Hawaii,136 Cortez Orchard Suite 739,Deborah Loop,9476,,@sanchezdavid
TRX000067,Completada,2023-05-24,No,Jose Macdonald,PROD483,Choice,PRC7266,Arrive,0.9794,BRL,305.17,30.0,275.17,0.9503,USD,285.03,323.05,Marketplace,270.45,2.87,1.8,EUR,1.03,0.99,0.79,Thomas Black,App,SRC-6990,SCK-4137,Tarjeta de crédito,Único,Único,1,1,2023-06-30,CUP-7723,9,4,Lindsay Norton,cindydixon@example.org,Saint Kitts and Nevis,+1-857-499-1366x21038,91279908-8,99117,North Timothyberg,Rhode Island,686 Golden Square,Perez Unions,8921,Apto. 28,
TRX000068,Cancelada,2022-11-03,Sí,Hayley Ballard,PROD346,Whatever,PRC4376,Sort,0.8269,CLP,264.77,29.06,235.71,0.9786,CLP,244.46,268.54,Online,228.06,0.32,6.6,CLP,2.31,0.23,0.43,,Web,SRC-9162,SCK-4731,Transferencia,Único,Único,1,1,2022-07-21,CUP-8643,9,2,Patrick Smith,meyernicholas@example.org,Portugal,665-812-6944x86959,36887258-8,63908,Vanessashire,Minnesota,213 Logan Estates Apt. 386,Owen Ridges,9439,Apto. 21,@martintamara
TRX000069,Completada,2020-06-16,No,Charles Frost,PROD669,Learn,PRC9120,Behavior,0.8188,EUR,580.83,87.84,492.99,1.1766,BRL,495.74,589.1,Marketplace,487.42,5.92,7.35,EUR,3.63,0.41,0.6,Daniel Miller,Redes sociales,SRC-0669,SCK-8490,Transferencia,Único,Único,1,1,2025-06-22,CUP-2770,9,2,Matthew Lara,james98@example.net,Qatar,692.805.3021,56693801-1,72537,Jessicaside,Pennsylvania,4393 Spears Ports Apt. 426,Angelica Parkway,7587,Apto. 4,
TRX000070,Completada,2021-11-26,Sí,Regina Frye,PROD374,Under,PRC7179,Note,1.0695,CLP,228.03,27.7,200.33,1.1494,USD,201.12,234.64,Marketplace,195.83,3.71,5.36,USD,2.66,0.87,0.67,,Web,SRC-9476,SCK-9735,Transferencia,Único,Único,1,1,2025-07-03,CUP-7790,30,1,Mr. James Kramer,ericahall@example.com,Isle of Man,(488)904-3416x518,55394237-3,31284,Port Joseph,Iowa,95211 Emma Shore,Austin Track,7847,,@charlesnathan
TRX000071,Pendiente,2022-01-03,No,Sierra Andrews,PROD200,Face,PRC8692,Military,1.1047,EUR,341.2,60.68,280.52,1.1657,EUR,285.86,348.81,Presencial,276.93,2.62,5.13,BRL,0.71,0.86,1.48,Phillip Dixon,Redes sociales,SRC-6392,SCK-0867,PayPal,Único,Único,1,1,2025-05-05,CUP-0856,6,3,Patty Bryant,wolfesteve@example.net,Algeria,4366915594,34795527-6,28095,Haynesstad,Mississippi,7292 Lisa Stravenue Suite 386,Gonzalez Union,3769,,@thomassmith
TRX000072,Completada,2022-07-16,No,Steven Mccoy,PROD288,None,PRC9882,Service,1.1961,CLP,1351.81,199.66,1152.15,1.0096,CLP,1159.55,1366.28,Marketplace,1147.54,21.98,10.57,CLP,11.82,1.24,5.06,John King,App,SRC-9061,SCK-2034,Tarjeta de crédito,Recurrente,Trimestral,4,9,2023-06-15,CUP-1754,11,1,Justin Frederick,maurice61@example.com,Trinidad and Tobago,+1-893-699-8245x58771,72256996-1,10870,West Jeremy,Massachusetts,496 Barron Tunnel Suite 987,Jackson Walk,7917,Apto. 43,@martinezjimmy
TRX000073,Completada,2021-09-09,Sí,Nicole Clark,PROD198,Industry,PRC9591,Board,0.8596,USD,21.99,3.79,18.2,1.0479,EUR,21.07,32.7,Presencial,13.18,6.98,4.31,EUR,4.08,0.08,1.92,Timothy Kennedy,App,SRC-0068,SCK-1149,Transferencia,Recurrente,Mensual,5,11,2021-04-28,CUP-6433,20,1,Jessica Martinez,anthonyalvarado@example.com,Tonga,878.648.7282x9979,57831745-6,34554,West Alex,North Dakota,4780 Arroyo Neck,Smith Meadows,1532,Apto. 26,@carla08
TRX000074,Completada,2022-04-19,Sí,Justin Foster,PROD335,Common,PRC4463,Senior,1.1605,BRL,388.16,66.15,322.01,0.9084,CLP,330.46,389.81,Marketplace,315.56,3.31,9.77,EUR,4.55,0.56,0.07,,Tienda física,SRC-6634,SCK-1638,Tarjeta de crédito,Recurrente,Mensual,4,10,2024-06-15,CUP-9448,24,4,Jennifer Castaneda,derrickrodriguez@example.com,Niger,349.673.5020x802,42703120-7,28968,Robertfort,Mississippi,051 Brian Trail Suite 187,James Ville,1261,,
TRX000075,Pendiente,2021-09-06,Sí,Adam Villegas,PROD200,Send,PRC8161,Energy,0.8929,CLP,6199.04,807.44,5391.6,0.9362,BRL,5393.0,6214.15,Presencial,5381.72,86.9,60.1,CLP,40.24,9.4,10.81,William Wright,Redes sociales,SRC-0371,SCK-8376,Efectivo,Recurrente,Anual,3,11,2024-08-28,CUP-4520,21,4,Krista Martinez,mlittle@example.com,Tuvalu,3318365024,30097925-1,33101,South Christopher,South Carolina,005 Jacqueline Turnpike Apt. 273,Holden Turnpike,1405,Apto. 50,
TRX000076,Completada,2023-08-27,No,Steven Quinn,PROD555,Against,PRC6896,Risk,1.1045,CLP,56.38,6.18,50.2,0.853,USD,56.54,70.61,Presencial,42.8,3.17,1.07,BRL,3.01,0.51,0.21,Nathaniel King,Web,SRC-0778,SCK-4873,PayPal,Único,Único,1,1,2023-10-22,CUP-8557,0,3,Ronald Rocha,caseymoore@example.com,Svalbard & Jan Mayen Islands,585-770-8620x959,18638782-9,37611,Robertmouth,Delaware,102 Morgan Flats,Todd Courts,6780,,
TRX000077,Pendiente,2020-08-04,No,Jasmine Burns,PROD531,Price,PRC5911,Science,0.9937,CLP,326.67,36.41,290.26,0.9444,USD,291.65,334.28,Marketplace,287.25,4.93,0.63,BRL,3.17,0.2,0.21,Amber Walker,Redes sociales,SRC-1037,SCK-1705,PayPal,Único,Único,1,1,2024-02-03,CUP-6509,12,3,Andrew Jones,christian38@example.org,Bolivia,001-338-763-3839x2886,76122868-5,86685,New Yesenia,New Hampshire,8556 Mckenzie Islands Apt. 983,Cannon Summit,7213,Apto. 22,
TRX000078,Cancelada,2021-09-13,No,Jillian Sanders,PROD689,She,PRC4971,Already,0.9304,EUR,187.16,29.95,157.21,1.1266,BRL,162.0,201.07,Presencial,155.43,3.98,3.19,CLP,4.69,0.2,1.99,Ms. Kelly Holder,Web,SRC-4043,SCK-3504,Efectivo,Único,Único,1,1,2026-01-07,CUP-8899,6,4,Andrew Kelly,josephpreston@example.org,Djibouti,341-696-9315x727,09610556-6,16300,Lake Denise,Rhode Island,604 Luis Port,Mark Square,4774,,
TRX000079,Cancelada,2021-07-14,No,Nicholas Long,PROD696,Like,PRC7566,Soldier,1.0137,BRL,3651.83,595.91,3055.92,1.0175,EUR,3062.51,3656.67,Marketplace,3048.77,94.69,8.88,CLP,11.91,2.98,15.95,Kathy Walker,Web,SRC-4622,SCK-5179,Efectivo,Recurrente,Anual,6,7,2024-04-22,CUP-8641,0,1,Jeffrey Wolfe,timothygonzalez@example.com,Pakistan,001-838-798-3314,91166553-5,45658,Port Kevinstad,South Carolina,270 James Landing Apt. 110,Stacy Drive,4240,,@alexander14
TRX000080,Completada,2022-09-06,Sí,Daniel Medina,PROD951,Democrat,PRC3321,Office,0.9393,EUR,1384.77,219.42,1165.35,0.9821,USD,1168.8,1394.78,Marketplace,1165.1,3.14,12.48,BRL,6.2,0.29,4.33,Deanna Webb,Web,SRC-2069,SCK-8042,PayPal,Recurrente,Trimestral,1,12,2020-11-22,CUP-3940,0,3,Tony Jones,elizabeth51@example.org,French Guiana,+1-963-268-1579x8123,03845762-0,45954,Michaelport,Kansas,46084 Edward Lock Apt. 168,Robert Ports,1792,,
TRX000081,Completada,2021-03-12,No,Susan Murphy,PROD505,Occur,PRC1478,Catch,1.095,USD,310.88,48.04,262.84,0.9798,BRL,267.1,317.5,Presencial,258.22,7.98,6.3,CLP,3.67,0.21,1.5,,Web,SRC-3298,SCK-3248,Tarjeta de crédito,Único,Único,1,1,2025-09-23,CUP-6292,5,3,Justin Fry,whitemary@example.org,Saint Lucia,3564647423,20994999-3,78667,East Grace,Minnesota,728 Joseph Landing,Melissa Overpass,5341,Apto. 13,@mtaylor
TRX000082,Completada,2021-07-24,No,Wayne Schaefer,PROD729,Itself,PRC2388,Doctor,1.0688,EUR,6652.2,852.6,5799.6,0.8471,EUR,5803.53,6659.97,Online,5798.46,42.24,54.94,USD,26.16,1.7,9.32,,Redes sociales,SRC-3312,SCK-7975,Efectivo,Recurrente,Anual,3,8,2025-08-27,CUP-3660,17,2,Samantha Cortez,vcarr@example.net,Nepal,+1-880-281-7703,86803476-4,37976,Jacksonport,South Carolina,827 Davis Parkway,Hector Prairie,9092,Apto. 11,@phillipmorris
TRX000083,Cancelada,2020-07-22,No,Steven Huang,PROD518,Us,PRC9056,Look,0.9663,BRL,191.66,27.52,164.14,0.9955,CLP,167.73,192.73,Marketplace,164.04,1.37,8.15,CLP,4.08,0.22,0.07,Fred Wong,Tienda física,SRC-2111,SCK-7518,Transferencia,Único,Único,1,1,2024-08-10,CUP-8926,18,4,Amanda Jackson,ariana22@example.org,Christmas Island,001-206-944-7421x23094,77809733-9,86939,Chavezmouth,Colorado,84983 Jack Centers,Johnson Walk,9007,,
TRX000084,Completada,2020-08-05,Sí,Lindsey Rivera,PROD404,Begin,PRC1528,Appear,0.9799,EUR,5730.01,769.09,4960.92,1.1449,CLP,4961.34,5746.46,Presencial,4953.73,65.56,118.77,CLP,47.88,2.84,19.46,,Tienda física,SRC-1622,SCK-4999,Efectivo,Recurrente,Anual,3,10,2024-07-24,CUP-2795,25,2,Anna Evans,priscilla16@example.net,Bahrain,372-314-5868x3390,79469548-9,82190,Sarashire,New York,2934 Aaron Burg Suite 139,Gutierrez Isle,3391,Apto. 4,
TRX000085,Completada,2022-03-07,Sí,Christy Davidson,PROD868,Road,PRC7743,Father,1.1675,EUR,203.25,34.66,168.59,1.1468,USD,171.26,209.04,Marketplace,160.01,9.85,6.79,USD,1.62,0.71,1.66,,Redes sociales,SRC-4144,SCK-8850,Efectivo,Único,Único,1,1,2021-03-14,CUP-5569,18,3,Alyssa Thompson,martha77@example.org,Oman,(672)778-5760,88039551-2,37261,West Tonyaside,Hawaii,91450 Gutierrez Parks Apt. 574,Alicia Extensions,6787,Apto. 25,@brooksbenjamin
TRX000086,Cancelada,2021-06-10,Sí,Jonathan Lloyd,PROD848,West,PRC8511,Month,1.0539,EUR,251.47,44.07,207.4,1.14,BRL,216.17,265.36,Online,202.85,4.88,5.82,BRL,4.21,0.49,0.65,Gerald Webb,App,SRC-8452,SCK-1823,Efectivo,Único,Único,1,1,2024-07-14,CUP-7681,28,1,Timothy Mcdaniel,cookpamela@example.org,Mali,001-340-694-3533x44857,22410988-1,27577,Andreaview,Georgia,321 Austin Junction Suite 020,Berger Causeway,753,Apto. 7,@reyeschristopher
TRX000087,Completada,2022-05-23,No,Stephanie Soto,PROD195,Road,PRC6905,Scene,0.9002,EUR,248.88,22.65,226.23,1.0658,USD,228.25,268.04,Online,219.34,1.32,6.5,BRL,3.32,0.73,1.51,Henry Cook,Web,SRC-3817,SCK-9217,Tarjeta de crédito,Único,Único,1,1,2020-12-02,CUP-4773,6,4,Briana Huang,roberta62@example.net,United States Virgin Islands,+1-755-477-0171x57724,81615814-8,60921,Garzabury,South Carolina,276 Matthew Via,Mueller Mews,1277,,
TRX000088,Completada,2023-04-08,Sí,Michael Thompson,PROD205,Relationship,PRC6133,Bank,0.947,EUR,16.06,2.11,13.95,0.8549,USD,22.55,18.47,Marketplace,7.01,4.78,2.29,USD,0.81,0.56,1.22,Michelle Copeland,Tienda física,SRC-1997,SCK-5817,Transferencia,Recurrente,Mensual,11,12,2021-07-11,CUP-6191,29,4,Linda Wilkins,troy01@example.org,Svalbard & Jan Mayen Islands,(990)522-7846,35494651-9,01565,Abbottport,Arkansas,008 Rodriguez Haven Apt. 369,Garrett Station,7249,,
TRX000089,Completada,2022-05-06,Sí,Joshua Bates,PROD666,May,PRC5668,Chair,1.1116,CLP,450.06,71.36,378.7,1.1392,EUR,388.33,457.74,Online,375.55,1.4,2.77,USD,3.87,0.3,0.11,,App,SRC-3865,SCK-6242,Efectivo,Único,Único,1,1,2021-08-24,CUP-1027,3,2,Vanessa Taylor,dawnperry@example.com,Uganda,001-596-492-7868x765,69097384-6,72088,Arthurton,Oregon,519 Nixon Common Apt. 847,Alexandra Ridge,8186,,
TRX000090,Pendiente,2020-11-15,Sí,Patrick Horne,PROD117,Bank,PRC2106,Return,0.8055,USD,612.07,118.5,493.57,0.8159,CLP,502.18,614.71,Presencial,487.89,3.65,6.83,EUR,3.33,0.5,0.83,,Web,SRC-8949,SCK-0580,Transferencia,Único,Único,1,1,2023-03-02,CUP-8795,2,3,Tyler Yates,gary94@example.net,Slovenia,001-240-679-2904,71281442-9,37328,Michaelatown,West Virginia,292 Wood Extensions,Patton Freeway,1295,,
TRX000091,Cancelada,2022-11-08,Sí,Shannon Cooper,PROD159,Become,PRC5005,Check,0.8345,BRL,316.1,43.27,272.83,0.8464,CLP,281.18,328.79,Presencial,266.02,0.66,6.99,USD,1.04,0.71,1.4,Samantha Monroe,Tienda física,SRC-6637,SCK-2395,PayPal,Único,Único,1,1,2020-12-09,CUP-4102,11,2,John Alvarez,noahthornton@example.com,Estonia,(286)304-7658,85694544-1,33969,Murraybury,Washington,525 Emily Village,Alexander Courts,4404,,
TRX000092,Cancelada,2023-01-21,No,Heather Hardy,PROD156,Enter,PRC9185,Data,1.1437,USD,202.79,28.63,174.16,0.9471,EUR,176.79,213.27,Online,164.41,6.28,4.96,CLP,1.53,0.51,0.09,,App,SRC-0091,SCK-0939,Tarjeta de crédito,Único,Único,1,1,2024-04-13,CUP-1192,11,4,Phillip Wong,pauladominguez@example.com,French Polynesia,817.746.5421x406,04427173-9,51964,Lake Travis,Georgia,91741 Charles Ports Suite 707,Denise Alley,2459,,
TRX000093,Completada,2025-02-03,Sí,Deborah Graves,PROD328,West,PRC9450,Include,1.1926,BRL,194.92,27.24,167.68,0.8276,BRL,170.39,209.33,Presencial,166.9,3.73,5.02,EUR,1.97,0.55,0.02,Kaylee Case,Tienda física,SRC-7766,SCK-1830,Transferencia,Recurrente,Mensual,8,6,2023-03-08,CUP-7198,15,2,Heather Maldonado,pbrown@example.org,Haiti,+1-851-574-3280,46157173-2,05180,North Jennifer,Pennsylvania,6184 Ferguson Village,Levy Brook,8955,,@morganmatthew
TRX000094,Cancelada,2024-01-13,No,Daniel Valdez,PROD206,Necessary,PRC4361,Low,1.0119,USD,143.04,18.87,124.17,0.9679,CLP,132.94,159.83,Online,114.66,0.01,6.57,EUR,0.92,0.92,1.79,,Tienda física,SRC-8293,SCK-1027,Efectivo,Recurrente,Mensual,12,2,2024-07-07,CUP-7903,3,5,Bianca Jackson,conwaylori@example.org,Korea,+1-829-711-1799x313,65198253-0,78237,West Bryan,Louisiana,2582 Sanchez Prairie,Dennis Turnpike,2188,Apto. 41,@bstrickland
TRX000095,Cancelada,2024-10-29,No,Adam Howe,PROD425,Seat,PRC8417,Reach,0.9088,CLP,277.73,54.59,223.14,1.1774,USD,225.75,282.47,Marketplace,219.99,8.01,7.01,CLP,1.2,0.16,0.93,Diane Steele,Tienda física,SRC-7232,SCK-4876,Transferencia,Único,Único,1,1,2022-04-06,CUP-2909,9,4,Jonathan Clements,michael08@example.org,Congo,581-695-8837,03127722-0,07582,Justinchester,Kentucky,701 Sara Fall Apt. 078,Chad Freeway,4342,,@uwatkins
TRX000096,Cancelada,2022-07-11,Sí,Stephanie Hall,PROD793,Break,PRC5896,Gas,0.9041,USD,4664.92,447.28,4217.64,0.8124,BRL,4220.92,4681.64,Presencial,4216.73,29.79,42.69,USD,11.12,1.22,19.05,David Gutierrez,Web,SRC-3631,SCK-7970,Transferencia,Recurrente,Anual,3,4,2025-06-12,CUP-2397,11,1,James Ellis,crystalcantrell@example.org,Grenada,(809)404-2177,53492929-8,30608,South Melodyfort,Indiana,4063 Mark Prairie Apt. 929,Robert Cape,9541,Apto. 38,
TRX000097,Pendiente,2020-08-19,Sí,Randy Johnson,PROD143,Nice,PRC8552,Indeed,0.8203,BRL,22.95,2.27,20.68,1.1287,BRL,25.11,41.0,Presencial,19.39,9.05,8.29,CLP,2.22,0.43,0.71,,Tienda física,SRC-7177,SCK-3180,PayPal,Único,Único,1,1,2024-07-10,CUP-6325,28,2,Matthew Davis,kcaldwell@example.net,Kuwait,001-990-277-2625,16580464-9,71599,Port Gail,South Carolina,085 Daniel Lakes Suite 905,Thompson Points,568,,
TRX000098,Completada,2023-12-15,Sí,Patricia Taylor,PROD491,Good,PRC6883,Edge,0.9919,BRL,1555.85,228.17,1327.68,0.9376,EUR,1331.51,1557.6,Presencial,1323.49,19.28,23.92,EUR,3.93,0.96,1.31,,Tienda física,SRC-8179,SCK-3355,Tarjeta de crédito,Recurrente,Trimestral,8,9,2025-06-03,CUP-8640,24,5,Gregory Tucker,harrisonamanda@example.net,United Arab Emirates,379-451-3711x6241,41272380-4,55097,South Michael,New Hampshire,3103 Jenkins Junctions,Tucker Shores,3814,,@kellis
