Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000044;Cancelada;29-01-2024;Sí;Jeffrey Moody;PROD761;End;PRC7937;Factor;10.034;CLP;39.759.999.999.999.900;40.27;357.33;0.945;USD;36.376.493.263.361.300;4.087.784.414.018.210;Online;3.540.452.344.574.640;12.779.376.410.034.500;7.028.308.721.554.200;EUR;4.76;0.49;0.45;Danielle Burke;Web;SRC-9404;SCK-3898;PayPal;Único;9;9;10-02-2022;CUP-6403;1;3;Brian Porter MD;hatfieldsarah@example.org;Iceland;001-365-282-7109;43006848-6;56019;Millerside;Ohio;1418 Terri Drives;Myers Roads;2148;Apto. 39;@collinssamuel
TRX000045;Cancelada;12-03-2025;Sí;David Middleton;PROD554;Business;PRC5668;Long;1.101;BRL;118.72;20.11;98.61;0.8936;USD;10.763.655.982.714.400;13.121.480.959.907.800;Presencial;9.139.817.002.194.570;0.43692427954514335;36.429.941.413.076.900;BRL;4.57;0.19;1.36;;Redes sociales;SRC-9904;SCK-2102;Efectivo;Recurrente;7;9;04-09-2024;CUP-2758;13;2;Samantha Green;david41@example.org;Grenada;(448)714-9177x85079;24191380-0;2111;North Thomas;Missouri;08635 Robert Stravenue;Nelson Club;3272;;
TRX000046;Completada;15-04-2023;Sí;Michael Williams;PROD379;Dog;PRC8361;Summer;11.621;USD;41.69;6.12;35.57;11.324;CLP;44.912.935.539.974.900;4.911.424.213.208.860;Online;28.455.990.228.809.900;5.159.093.875.524.850;1.246.777.719.636.480;BRL;4.48;0.93;0.83;Amber Morales;Tienda física;SRC-7445;SCK-1870;Transferencia;Recurrente;2;6;03-08-2022;CUP-4949;0;3;Jacob Bonilla;jessicapayne@example.org;Canada;8606385050;13836702-4;12694;East Phyllishaven;Nebraska;1918 Dana Lock Apt. 990;Bates Curve;1624;Apto. 46;
TRX000047;Completada;12-08-2021;Sí;Ethan Owen;PROD119;School;PRC5193;Theory;0.8863;USD;8.849.000.000.000.000;11.07;77.42;10.195;BRL;8.438.071.988.575.980;10.508.523.166.305.600;Online;7.603.207.308.181.810;7.055.361.752.890.800;44.860.147.398.224.600;EUR;1.57;0.12;0.48;;Redes sociales;SRC-5574;SCK-3132;Tarjeta de crédito;Único;8;10;29-01-2025;CUP-9121;0;5;John Russell;tami37@example.com;Kyrgyz Republic;711-824-9035x213;80442067-8;98553;North Steven;Florida;03236 Parks Rue;Brandi Green;9422;;@johnsoncaleb
TRX000048;Cancelada;09-12-2024;Sí;Carl Stein;PROD499;Themselves;PRC8702;Table;0.8174;BRL;12.42;1.65;10.77;11.924;EUR;12.643.139.117.983.800;23.833.274.320.448.500;Marketplace;4.087.850.970.803.650;5.234.845.576.782.110;36.060.375.770.687.500;CLP;2.11;0.07;0.48;;Web;SRC-5107;SCK-0296;PayPal;Único;1;6;20-04-2025;CUP-6706;10;2;Carrie Lewis;joshuagriffin@example.org;Antigua and Barbuda;+1-899-434-7687x014;63838065-7;71872;Coopershire;North Carolina;4205 Anthony Valleys Suite 078;Wang Fort;7613;Apto. 45;
TRX000049;Completada;18-04-2025;No;Matthew Adams;PROD417;Team;PRC9444;Strong;0.9593;BRL;452.25;44.62;407.63;0.9013;USD;4.122.067.957.744.730;4.677.738.079.940.680;Presencial;4.046.955.742.882.490;0.43806275659123095;19.946.983.371.518.800;EUR;4.38;0.05;1.31;Amy Davies;Tienda física;SRC-3965;SCK-2239;Efectivo;Recurrente;12;8;24-07-2022;CUP-5905;10;2;Kristy Hart;marycochran@example.com;Mauritius;727-501-0393x0870;25250029-2;15039;Susanstad;Virginia;154 Taylor Estate Suite 752;Walker Radial;8130;Apto. 45;@nicholasgross
TRX000050;Pendiente;25-11-2021;No;Aaron Miles;PROD205;Page;PRC2311;Include;0.9312;EUR;45.677.000.000.000.000;56.1;400.67;0.9226;BRL;40.491.499.661.318.400;45.842.223.013.268.100;Online;3.963.639.284.799.650;9.950.981.648.440.750;18.045.648.593.809.000;BRL;2.08;0.04;1.74;Patricia Bradley;Redes sociales;SRC-2959;SCK-3917;PayPal;Único;2;11;10-01-2022;CUP-1355;12;3;Stephen Davis;sean43@example.org;Puerto Rico;454-810-0676;76586179-3;21820;Joneston;Maine;4115 Pamela Estates;Amy Course;8407;;
TRX000051;Pendiente;12-02-2022;Sí;Dr. Michele Reynolds;PROD719;Ready;PRC3513;Community;10.716;EUR;95.24;15.28;79.96;0.9488;CLP;8.030.798.965.798.540;11.086.623.939.486.900;Marketplace;7.928.766.636.937.890;7.785.153.735.068.650;36.632.847.310.714.800;USD;2.88;0.4;1.3;Jessica Brown;Web;SRC-5336;SCK-8844;Tarjeta de crédito;Único;8;9;17-06-2022;CUP-1069;29;5;Katherine Brown;pattersonkelly@example.net;Niue;+1-873-910-3241x714;74186256-5;24956;Williamsmouth;New Jersey;49021 Elizabeth Valley Suite 938;Mary Viaduct;1930;Apto. 17;
TRX000052;Completada;15-01-2023;No;Melissa Mayer;PROD189;Page;PRC6236;Upon;10.671;CLP;137.22;22.08;115.14;1.02;EUR;12.512.628.843.510.100;15.109.961.282.081.500;Presencial;1.131.382.165.900.880;13.572.841.773.052.700;0.7405203917654368;USD;3.7;0.93;1.28;;App;SRC-3741;SCK-6089;Tarjeta de crédito;Único;3;4;15-08-2025;CUP-9921;0;3;Joann Rush;teresastokes@example.org;Armenia;(716)632-9451x16868;87099861-6;20114;New Brianna;Wisconsin;91485 Baker Shoal;Armstrong Mountains;9078;Apto. 37;@jacksonrichard
TRX000053;Pendiente;09-07-2023;No;Jennifer Foster;PROD943;Until;PRC2208;Glass;0.8501;EUR;550.42;58.74;491.68;10.569;BRL;4.923.374.810.526.730;5.681.049.289.366.920;Presencial;48.769.840.019.229.000;7.169.335.985.099.490;47.866.510.991.525.300;EUR;1.08;0.83;1.1;;App;SRC-3074;SCK-5054;Efectivo;Único;2;9;14-03-2022;CUP-7132;9;2;Patrick Schroeder;joseph69@example.net;Benin;4.733.678.508;48628902-3;26810;East Antonioton;Mississippi;5786 Erin Garden;Burns Mission;2654;;@susanwells
TRX000054;Pendiente;09-03-2023;Sí;Ryan Green;PROD614;Then;PRC3762;Risk;10.367;USD;581.38;110.34;471.04;0.8685;EUR;47.354.605.308.982;5.982.986.741.231.170;Marketplace;4.646.894.290.861.220;5.508.414.154.831.390;1.251.702.951.269.020;CLP;4.21;0.03;0.09;;Tienda física;SRC-1406;SCK-0293;Transferencia;Recurrente;10;11;03-10-2024;CUP-3346;15;5;Sharon Coffey;wellsdavid@example.org;Netherlands Antilles;9346944665;37489691-0;67546;Annaport;Maryland;1545 Green Station;Lopez Path;4746;Apto. 42;@racheltrujillo
TRX000055;Completada;09-06-2024;No;Mary Becker;PROD721;Set;PRC3353;Agree;0.925;EUR;486.27;81.97;404.3;10.937;EUR;4.050.297.302.550.530;49.221.867.742.859.400;Presencial;40.370.086.967.065.300;439.605.499.920.411;4.842.511.301.073.590;USD;3.92;0.51;0.21;Yolanda Green;Web;SRC-6660;SCK-9935;PayPal;Recurrente;4;3;12-03-2024;CUP-3875;1;3;Sarah Pittman;kellyruiz@example.net;Eritrea;001-682-951-3534x6554;17099917-3;66099;Port Erinhaven;Maryland;22356 Thomas Wall Apt. 175;Lawrence Centers;6294;Apto. 40;@hayesjason
TRX000056;Cancelada;17-04-2024;No;Brooke Glover;PROD610;State;PRC6055;Behavior;0.9989;CLP;487.8;53.8;434.0;11.781;BRL;43.977.687.037.893.500;49.434.871.641.602.300;Online;4.308.728.507.913.770;7.631.213.751.386.280;4.982.655.420.599.080;USD;3.13;0.05;0.56;;Redes sociales;SRC-2966;SCK-6676;PayPal;Único;2;7;22-08-2020;CUP-8350;28;3;Nicole Schmidt;rhodescourtney@example.org;Czech Republic;001-654-621-6894x210;78985625-7;47588;East Stacy;Montana;32309 David Station;Nicholas Route;5993;Apto. 49;@kelsey90
TRX000057;Pendiente;25-05-2023;Sí;Brian Huff;PROD231;Anything;PRC2584;Road;0.9576;EUR;244.55;38.27;206.28;10.231;EUR;21.181.222.926.621.100;2.484.431.060.377.540;Online;2.055.446.825.025.710;5.042.555.291.232.040;7.644.041.147.072.390;USD;3.21;0.4;0.08;Jeremy Martinez;Tienda física;SRC-4723;SCK-0461;Efectivo;Recurrente;3;10;18-06-2024;CUP-4992;4;3;Steven Hunt;campbellkristen@example.com;Congo;+1-534-983-5642x087;53001197-2;12308;Lake Jenniferview;Tennessee;4470 Lisa Well;Melissa Lake;5219;Apto. 11;
TRX000058;Completada;07-06-2024;No;Parker Davis;PROD439;Son;PRC2795;Voice;1.192;EUR;426.21;53.94;372.27;11.187;CLP;3.805.528.938.595.730;43.293.746.904.303.300;Marketplace;3.669.466.017.012.410;7.087.398.064.354.370;29.979.056.473.741.300;BRL;1.69;0.66;1.94;;App;SRC-0022;SCK-5579;Tarjeta de crédito;Recurrente;3;9;27-08-2022;CUP-1552;23;5;James Bryant;evaughn@example.com;Pakistan;(912)402-1697;96590277-1;54408;Williamsview;Tennessee;89935 Ryan Stream Apt. 756;Mary Point;6230;;@smithsarah
TRX000059;Cancelada;15-12-2022;No;Jon Martin;PROD993;Society;PRC2020;Million;10.823;USD;529.91;55.29;474.62;10.244;BRL;4.777.569.248.344.580;5.302.887.473.501.320;Marketplace;47.310.568.741.880.600;6.905.002.609.185.250;4.103.774.093.227.050;BRL;1.91;0.17;1.82;Gary Ramirez;Tienda física;SRC-8386;SCK-6317;PayPal;Recurrente;4;4;15-01-2023;CUP-9717;17;3;Bryan Jimenez;garciarobert@example.net;Mexico;7197948837;03758997-5;94337;Wilsonbury;Alabama;4885 Brandon Expressway Suite 261;Carr Field;3685;Apto. 20;
TRX000060;Cancelada;12-01-2021;No;Cindy Summers;PROD504;Cut;PRC6654;Sense;11.818;USD;40.858.000.000.000.000;60.36;348.22;0.9162;EUR;35.382.487.590.236.200;4.181.760.684.640.410;Marketplace;33.887.514.610.741.900;7.216.643.785.942.900;2.877.893.754.979.520;CLP;2.06;0.44;0.51;Peter Williams;App;SRC-9177;SCK-9827;PayPal;Recurrente;3;2;25-04-2021;CUP-0869;23;5;Mr. Thomas Thompson;jessicaanderson@example.com;Palestinian Territory;+1-995-486-6934x654;26984858-3;26831;New Jennifer;Utah;228 Page Trace Suite 879;Craig Ville;3921;;
TRX000061;Completada;05-02-2023;Sí;Jenny Smith;PROD516;Both;PRC8793;Ago;0.991;USD;323.09;52.88;270.21;11.024;EUR;27.434.301.366.048.200;32.413.982.213.678.900;Presencial;26.303.641.943.749.700;1.005.449.047.773.470;7.707.660.580.982.790;EUR;3.41;0.91;0.18;;Web;SRC-6200;SCK-3424;Transferencia;Recurrente;3;1;27-05-2024;CUP-2043;25;4;Amanda Cervantes;jensenemma@example.net;Tonga;8.867.384.066;80043973-5;99474;Port Jenny;Illinois;2122 Nicholas Meadow Suite 842;Brandy Glens;3053;Apto. 48;
TRX000062;Pendiente;16-06-2020;Sí;Timothy Williams;PROD971;Without;PRC9261;Future;0.9872;USD;17.23;2.69;14.54;11.235;EUR;24.369.938.883.710.000;1.937.601.381.547.070;Online;11.694.383.476.499.500;9.890.994.700.887.230;5.433.004.835.569.740;BRL;3.42;0.72;0.03;Patricia Garrett;Tienda física;SRC-4798;SCK-5158;Transferencia;Único;10;11;05-02-2022;CUP-2818;26;4;Joshua Powell;jeffrey35@example.com;Guyana;539-287-8015x7399;56164840-8;49647;Tuckerport;Tennessee;8112 Courtney Fords;Michelle Manors;8443;;@harrismaria
TRX000063;Pendiente;26-10-2024;No;Jessica Montoya;PROD409;Away;PRC1187;Skin;0.9046;EUR;70.77;14.03;56.74;10.771;CLP;6.609.825.387.001.380;8.031.908.196.979.780;Marketplace;56.671.698.794.604.400;38.357.439.067.603.000;4.467.355.218.064.530;CLP;2.59;0.16;1.37;;Tienda física;SRC-2075;SCK-0110;Tarjeta de crédito;Recurrente;6;10;18-08-2021;CUP-4819;7;2;Susan Russell;bmccoy@example.com;Andorra;(618)309-1901x5814;47660728-3;18376;Roblesside;Maine;5088 David Avenue;Medina Corner;7835;Apto. 10;
TRX000064;Completada;14-12-2021;Sí;Stephanie Cooper;PROD638;Itself;PRC8319;Western;10.113;EUR;356.63;49.82;306.81;0.8312;CLP;3.115.182.807.687.930;3.676.146.901.763.670;Online;301.434.823.123.068;6.640.944.393.396.630;2.184.116.226.573.250;USD;3.08;0.15;0.66;;Web;SRC-8222;SCK-3943;Transferencia;Recurrente;2;9;18-08-2021;CUP-9087;25;1;Angel Powers;corey97@example.com;Guinea-Bissau;(931)749-1357;94929955-6;22604;West Johnbury;Virginia;5257 Griffin Trail Suite 781;Debbie Common;7430;Apto. 9;@michele28
TRX000065;Cancelada;30-05-2021;Sí;Lori Luna;PROD146;Wait;PRC7941;After;0.9378;CLP;44.769.999.999.999.900;6.48;38.29;10.165;CLP;45.522.800.798.250.000;60.908.307.051.087.800;Online;34.330.512.900.467.400;8.164.532.259.331.300;7.458.044.828.318.150;BRL;0.64;0.41;1.54;;Redes sociales;SRC-8099;SCK-6930;PayPal;Recurrente;8;7;18-09-2023;CUP-8872;2;5;Daniel Barton;dennis88@example.org;Indonesia;(480)939-2827x229;50373145-3;6111;New Rebecca;Mississippi;7005 Jane Pike Suite 498;Nicholas Lane;2179;Apto. 42;@briana18
TRX000066;Pendiente;08-09-2021;No;Courtney Sullivan;PROD644;Technology;PRC7214;Trip;11.293;USD;575.41;78.92;496.49;0.9843;USD;50.627.724.377.026.300;5.779.569.417.464.520;Presencial;4.881.417.838.833.120;7.561.794.148.589.320;978.490.682.679.139;USD;4.72;0.73;0.23;;Redes sociales;SRC-5779;SCK-0827;Tarjeta de crédito;Único;4;2;26-05-2021;CUP-1843;19;1;Christopher Guzman;guerrerorobert@example.com;Saint Helena;577-273-9260;29922809-2;7829;West Sandra;North Dakota;904 Jay Rest Suite 723;Burke Underpass;7315;;@cindydixon
TRX000067;Completada;08-04-2021;No;Tammy Carlson;PROD691;Authority;PRC6253;Drug;0.8948;USD;36.93;5.25;31.68;11.943;USD;39.223.857.087.472.800;47.725.196.178.148.500;Presencial;23.919.363.785.353.000;1.401.355.751.149.040;9.934.834.412.430.480;EUR;1.74;0.56;1.18;;App;SRC-6621;SCK-0388;Efectivo;Recurrente;1;6;01-10-2024;CUP-2912;21;4;Lucas Williams;davisdonna@example.net;Mauritius;9688650863;59916247-3;11487;Carmenside;Nebraska;00981 Nicholas Ford Suite 651;Ronald Prairie;8593;Apto. 21;@jose86
TRX000068;Pendiente;02-04-2023;Sí;Wendy Sanders;PROD675;Democrat;PRC7761;Job;11.871;USD;176.97;20.02;156.95;0.9554;EUR;15.935.968.189.011.000;18.772.856.528.781.600;Online;154.696.554.516.201;8.575.412.385.730.200;14.435.174.916.517.800;EUR;3.41;0.92;1.69;Kristin White;App;SRC-8874;SCK-4956;Tarjeta de crédito;Recurrente;7;11;14-12-2024;CUP-1372;19;1;Jordan Hartman;martintamara@example.org;Spain;727-396-1143;90669849-0;23474;Gonzalesborough;Texas;09883 Emily Lake Apt. 021;Chan Knoll;1193;;@msullivan
TRX000069;Pendiente;06-01-2023;Sí;Andrea Davis;PROD812;Feel;PRC4350;She;0.9587;USD;501.42;65.38;436.04;10.208;EUR;43.619.333.706.228.400;5.205.603.952.105.330;Presencial;42.666.840.236.797.700;962.077.556.114.459;1.173.161.994.433.340;BRL;2.9;0.36;0.52;;Redes sociales;SRC-8955;SCK-4393;Efectivo;Único;12;8;24-02-2023;CUP-6904;29;2;Jonathan Hansen;matthew18@example.com;Turkey;-11704;90714163-3;41884;Moseshaven;Ohio;434 Raymond Summit;Jones Fall;6074;Apto. 21;@nedwards
TRX000070;Completada;24-11-2024;No;Travis Vega;PROD335;Where;PRC7223;Customer;10.279;USD;524.93;91.53;433.4;0.9997;EUR;4.389.331.156.354.210;5.252.543.980.200.250;Presencial;42.755.968.100.882;7.200.119.377.492.220;2.951.922.875.077.380;BRL;4.85;0.64;0.98;Mr. Nicolas Salas II;Tienda física;SRC-3395;SCK-2111;Transferencia;Único;12;9;29-06-2024;CUP-7908;5;5;Sarah Watson;travis94@example.com;Cocos (Keeling) Islands;001-784-863-9208x67808;27187500-3;50233;West Michaelview;Idaho;47955 Victor Fords Suite 556;Hayes Ports;963;;
TRX000071;Completada;31-01-2021;Sí;Crystal Garcia;PROD323;Expect;PRC9285;Summer;0.9824;CLP;56.760.000.000.000.000;10.34;46.42;10.471;BRL;4.648.383.824.440.770;5.773.028.788.392.820;Marketplace;450.450.846.950.304;6.307.016.479.330.760;0.6796794166542264;BRL;0.57;0.53;0.82;Jeffrey James;Tienda física;SRC-2270;SCK-2672;PayPal;Único;9;12;08-05-2026;CUP-8857;13;2;Justin Bradley;kgarcia@example.org;Cuba;271-875-4558x845;15939982-4;47045;Emilyfort;Wyoming;69472 Danielle Junction Suite 996;Christian Junctions;1754;;@lawrencedelgado
TRX000072;Completada;24-12-2023;Sí;Jennifer Barron;PROD407;Statement;PRC2320;Travel;10.615;CLP;356.94;43.25;313.69;0.8374;BRL;32.163.936.332.083.400;36.402.882.201.721.100;Presencial;31.289.980.756.185.500;9.592.977.941.485.300;45.899.774.555.118.500;BRL;0.75;0.01;0.34;Nicole Meyer;Redes sociales;SRC-7622;SCK-0234;PayPal;Único;9;1;14-06-2025;CUP-1326;6;5;Arthur Johns;johnsonrandy@example.org;Bosnia and Herzegovina;492-216-4334x722;05577848-7;18210;New Carla;South Dakota;845 Fernandez Valley Apt. 745;Green Hollow;7791;;
TRX000073;Completada;25-06-2020;Sí;Olivia Taylor;PROD870;Few;PRC7525;Manager;11.715;EUR;394.43;49.06;345.37;0.865;USD;35.195.109.240.479.000;40.529.061.396.651.100;Marketplace;3.435.764.549.677.990;8.504.276.001.042.470;0.15658095191934618;BRL;3.55;0.54;0.77;;Web;SRC-8077;SCK-4064;PayPal;Único;2;7;27-09-2023;CUP-0853;26;1;Justin Foster;jenniferbrewer@example.com;Cyprus;316-438-9448x463;24179749-7;25114;Andrewton;Ohio;14427 Jesse Drive;Tristan Junctions;5581;Apto. 39;
TRX000074;Completada;12-07-2022;No;Kathleen Watson;PROD187;Same;PRC5839;Strong;11.192;CLP;203.07;33.15;169.92;0.8328;USD;1.744.255.019.475.960;21.874.096.277.960.900;Presencial;1.676.386.161.014.570;5.530.377.249.504.830;3.754.269.959.915.270;USD;3.83;0.32;0.21;Bobby Christensen;Tienda física;SRC-2046;SCK-1872;Efectivo;Recurrente;5;2;29-07-2021;CUP-4601;2;2;Michelle Cruz;cwright@example.org;Kuwait;001-618-937-6452x0881;43503136-5;2475;Port Joshua;Delaware;00979 Nathan Corners Apt. 271;Galvan Trace;7062;Apto. 29;@browndeanna
TRX000075;Completada;07-12-2023;Sí;Beth Hall;PROD685;Open;PRC9537;Story;0.8678;BRL;63.779.999.999.999.900;9.87;53.91;0.8678;EUR;6.175.438.724.252.800;7.571.849.110.574.180;Presencial;4.527.281.822.731.800;0.12340614883954437;4.138.100.697.681.270;EUR;2.72;0.06;0.87;Hannah Snow;Redes sociales;SRC-3065;SCK-2407;Tarjeta de crédito;Recurrente;5;4;02-11-2024;CUP-8487;15;5;Cody Bailey;mhill@example.net;Central African Republic;282-874-4857;20959351-8;51290;New Felicia;Wyoming;456 Rodriguez Pike;Bradley Curve;3204;;@morganharris
TRX000076;Cancelada;08-11-2022;Sí;Kenneth Huff;PROD407;Really;PRC6253;Might;10.413;USD;15.440.000.000.000.000;2.12;13.32;0.9916;USD;1.711.889.956.147.040;3.227.226.773.443.700;Presencial;4.698.016.894.344.850;4.402.229.214.812.530;4.306.162.209.471.720;EUR;1.81;0.69;0.98;;App;SRC-8994;SCK-0539;PayPal;Recurrente;5;7;12-07-2024;CUP-0371;3;5;Mark Ward;yshort@example.net;Azerbaijan;+1-848-501-4138x113;38392886-1;84206;Emilychester;Connecticut;86852 Mahoney Island;Kirk Loop;3274;;
TRX000077;Pendiente;31-03-2024;No;Nicholas Franklin;PROD242;Order;PRC5961;Offer;0.8968;USD;347.47;67.92;279.55;10.861;BRL;2.866.336.705.125.600;356.702.444.456.663;Online;27.516.545.045.691.000;2.913.312.079.852.950;6.928.352.793.243.420;BRL;4.96;0.48;0.8;;Redes sociales;SRC-3684;SCK-5776;Tarjeta de crédito;Recurrente;12;9;07-04-2021;CUP-0490;20;1;Wendy Turner;tracey35@example.org;Sierra Leone;001-448-488-9921x075;45933441-9;52903;Lake Chris;Massachusetts;79194 Jessica Ports Suite 105;Hobbs Mews;1792;;
TRX000078;Pendiente;06-07-2022;Sí;Sheila Perez;PROD110;Read;PRC2615;Time;0.9035;USD;220.2;36.25;183.95;0.9783;BRL;19.378.608.205.951.900;22.108.593.387.055.600;Presencial;17.717.528.104.135.800;3.996.177.462.250.820;7.526.827.777.296.050;USD;2.05;0.02;0.21;Alexandra Waters;Web;SRC-6048;SCK-0589;Tarjeta de crédito;Único;6;5;28-08-2021;CUP-8320;14;2;Yolanda Maddox;walkerkeith@example.com;Cameroon;(351)879-0864;86227837-6;85992;New Christina;West Virginia;14659 Daniel Loop;Diaz Field;8538;Apto. 31;@melvin04
TRX000079;Cancelada;10-04-2021;Sí;Roberto Lang;PROD793;Price;PRC3692;Child;1.172;USD;270.65;45.95;224.7;10.064;USD;2.277.026.408.318.190;27.702.818.948.435.300;Presencial;21.659.814.063.081.300;11.508.526.669.878.500;8.491.800.080.469.090;BRL;4.81;0.23;0.81;Thomas Hall;Redes sociales;SRC-5211;SCK-0392;Efectivo;Único;12;10;18-01-2025;CUP-4051;14;5;John Rivera;jamesmills@example.com;Mexico;692.206.9804x2043;70164510-4;85620;Hallfurt;North Carolina;7981 James Mount;Bernard Pines;7038;;
TRX000080;Pendiente;14-12-2021;Sí;Patrick Smith DDS;PROD568;Hear;PRC2867;Process;0.9049;BRL;134.42;23.59;110.83;10.111;EUR;11.145.563.751.469.100;1.505.945.957.726.250;Marketplace;10.981.247.951.272.800;8.719.793.300.098.850;1.869.598.356.320.930;BRL;3.25;0.59;0.7;;App;SRC-4384;SCK-0460;PayPal;Único;11;3;03-08-2025;CUP-4325;3;2;Mary Miller;rmeyer@example.net;Tunisia;+1-536-439-2649x5782;98324826-2;86514;West Carlos;Ohio;52056 Turner Summit;Hernandez Field;5004;;@andersonanthony
TRX000081;Cancelada;10-05-2025;Sí;Lisa Salazar;PROD668;Pick;PRC3733;Each;0.9959;USD;91.82;12.55;79.27;0.8748;BRL;8.501.806.044.874.410;10.374.851.634.887.800;Marketplace;7.503.961.217.926.780;4.866.702.156.923.830;5.373.792.699.980.200;CLP;4.39;0.95;0.97;Alexander Miller;Redes sociales;SRC-7289;SCK-7526;Efectivo;Recurrente;11;8;20-06-2023;CUP-2233;22;4;Phillip Smith;stephanie33@example.org;Bahrain;(279)875-7366;56999880-8;14829;Bryantton;Kansas;086 James Mill Suite 447;Roberto Ridge;8007;;
TRX000082;Pendiente;08-01-2025;Sí;Stephanie Ford;PROD686;Race;PRC2871;Live;0.9072;EUR;45.321.000.000.000.000;53.23;399.98;10.168;CLP;40.222.843.416.643.200;4.538.639.017.371.610;Marketplace;3.970.932.968.985.870;7.807.401.974.299.650;5.656.504.611.858.590;BRL;2.96;0.99;0.2;;App;SRC-1812;SCK-9826;PayPal;Único;8;5;26-12-2022;CUP-7027;27;1;Michelle Harris;udavis@example.net;Pakistan;001-421-811-7518x689;86025922-2;23945;South Kylemouth;Maine;23094 Stephen Walk;Stephens Avenue;7194;;@lyoung
TRX000083;Completada;22-09-2023;Sí;Jeremy Burke;PROD683;According;PRC6747;Election;10.129;USD;446.97;75.54;371.43;0.9295;EUR;37.753.261.802.619.400;4.641.909.739.254.040;Presencial;3.671.483.293.874.570;6.161.511.997.821.550;7.848.493.099.705.840;EUR;4.79;0.51;1.8;;App;SRC-8498;SCK-3022;Efectivo;Único;5;11;18-11-2020;CUP-5020;22;2;Sara Evans;williamsrobert@example.org;Central African Republic;+1-749-899-8279x50145;16814721-4;43651;Warrenborough;South Carolina;98179 Simmons Vista;Green Ports;4091;Apto. 10;
TRX000084;Cancelada;26-05-2025;Sí;Carl Hart;PROD512;Nature;PRC9447;Shoulder;10.999;EUR;460.29;77.17;383.12;0.9819;BRL;3.888.942.552.930.410;47.007.917.451.831.200;Presencial;38.043.282.847.912.500;4.142.250.893.650.370;4.519.917.225.503.640;CLP;4.41;0.85;0.19;;Tienda física;SRC-7729;SCK-3430;Tarjeta de crédito;Recurrente;4;7;26-04-2021;CUP-7139;15;3;Mrs. Felicia Castro DDS;davidsonhannah@example.com;Somalia;744-888-5015;99023557-7;5161;South Eric;New Jersey;6084 Peters Brook Apt. 955;Tara Harbors;5290;Apto. 19;
TRX000085;Pendiente;18-08-2024;Sí;James Ferguson;PROD227;Company;PRC3588;Own;0.9765;CLP;90.85;16.86;73.99;11.967;BRL;8.293.154.658.038.550;10.661.607.306.953.300;Online;6.636.745.977.577.490;0.4594292565863378;626.179.522.155.894;USD;4.47;0.3;1.75;;Web;SRC-9629;SCK-1450;PayPal;Recurrente;2;6;20-09-2022;CUP-1735;28;2;Trevor Robinson;gregory50@example.org;United States Minor Outlying Islands;978-607-8235;52182307-6;94044;North Larryton;Utah;7018 Johnson Trace;Fowler Fords;849;Apto. 26;
TRX000086;Cancelada;12-01-2022;No;Donald Flores;PROD109;Let;PRC1132;Remain;10.782;CLP;442.54;62.48;380.06;11.953;BRL;3.810.118.367.797.940;4.443.639.837.443.370;Marketplace;3.779.257.882.305.370;0.7793872157260617;5.936.794.968.410.640;USD;2.65;0.23;0.18;;Web;SRC-1422;SCK-4109;PayPal;Recurrente;5;3;06-10-2023;CUP-1385;24;2;Denise Harding;audrey21@example.com;New Zealand;487-902-0701x60166;95453817-9;17775;Port Leahmouth;Connecticut;7733 Michelle Ridges Suite 562;Mccormick Islands;2341;;
TRX000087;Completada;11-09-2022;Sí;John Bell;PROD202;Main;PRC3293;Throughout;1.101;BRL;104.23;13.81;90.42;0.9406;BRL;9.790.268.836.374.380;10.849.110.902.847.000;Presencial;8.122.105.875.345.240;6.160.760.126.007.060;44.238.386.943.908.400;USD;1.62;0.64;0.5;;Tienda física;SRC-2459;SCK-9281;Tarjeta de crédito;Recurrente;4;9;23-04-2023;CUP-1581;16;2;Kim Morales;pallen@example.net;Cayman Islands;361.953.9669x5832;19975817-2;40875;Jonesville;Utah;7013 Paige Throughway Apt. 227;Price Ports;6419;;
